?cls	?def	?xrefs
<http://purl.obolibrary.org/obo/XAO_0005107>	"Blastomere which lies lateral to blastomere V1.1.2, posterior to its sister cell, blastomere V1.2.1, in the second tier of blastomeres. It contributes to the epidermis, fins, cranial ganglia, otic vesicle, central nervous system, neural crest, and somites, with occasional cells in the pharyngeal mesoderm, head mesenchyme, hindgut, and proctodeum."	
<http://purl.obolibrary.org/obo/XAO_0004223>	"Lateral line placode that gives rise to the posterior lateral line nerve."	
<http://purl.obolibrary.org/obo/XAO_0004039>	"Skeletal tissue that is mineralized."	
<http://purl.obolibrary.org/obo/XAO_0000279>	"Unpigmented, larger blastomere of the vegetal (lower) hemisphere of the cleaving embryo."	
<http://purl.obolibrary.org/obo/XAO_0004614>	"The bundle of microtubules and associated proteins that forms the core of cilia and is responsible for their movements."	"GO:0005930"
<http://purl.obolibrary.org/obo/XAO_0006054>	"The larger, laterally projecting, lobe-like cluster of glomeruli within the glomerular layer of the ofactory bulb."	
<http://purl.obolibrary.org/obo/XAO_0004507>	"Skeletogenic cell that secretes osteoid, is capable of producing mineralized matrix, is located adjacent to or within osteoid tissue, and arises from the transformation of a preosteoblast cell."	"CL:0000062"
<http://purl.obolibrary.org/obo/XAO_0003037>	"Anatomical structure that has as its parts two or more portions of tissue of at least two different types and which through specific morphogenetic processes forms a single distinct structural unit demarcated by bona-fide boundaries from other distinct structural units of different types."	"CARO:0000055 UBERON:0000481"
<http://purl.obolibrary.org/obo/XAO_0003130>	"Compartment of trunk somite 11 that is a precursor of muscle."	
<http://purl.obolibrary.org/obo/XAO_0003095>	"Cranial nerve that runs to the ear. It has two branches, the cochlear nerve and the vestibular nerve, which receives positional information."	"UBERON:0001648"
<http://purl.obolibrary.org/obo/XAO_0001019>	"Inward fold on the surface of the embryonic ectoderm that develops into the common cloacal passage. The most posterior section of the larval alimentary system."	"UBERON:0000931"
<http://purl.obolibrary.org/obo/XAO_0003147>	"A mature male germ cell that develops from a spermatid."	"CL:0000019"
<http://purl.obolibrary.org/obo/XAO_0005056>	"The dorsal region of the alar hypothalamus."	
<http://purl.obolibrary.org/obo/XAO_0005165>	"A type of cell that is found in the pancreatic islets of the pancreas and secretes insulin."	"CL:0000169"
<http://purl.obolibrary.org/obo/XAO_1000017>	"Nieuwkoop and Faber stage 7 (64-cell stage), corresponding to an embryo of age 4 hr at 22-24 Celsius and having the following external morphological criteria: Large-cell blastula stage. In animal view about 10 micromeres along meridian. Length: 1.4 - 1.5 mm."	
<http://purl.obolibrary.org/obo/XAO_0000020>	"Long, thin, tubular structure made up of nervous tissue that extends from the brainstem to the lumbar region of the vertebral column, and from which the spinal nerves emerge."	"UBERON:0002240"
<http://purl.obolibrary.org/obo/XAO_1000022>	"Nieuwkoop and Faber stage 12, corresponding to an embryo of age 13 hr 15 min at 22-24 Celsius and having the following external morphological criteria: Medium yolk plug stage. Yolk plug circular; diameter somewhat less than one fourth of diameter of egg (plus or minus 25 degrees). More and less pigmented fields radiating from yolk plug. Length: 1.4 - 1.5 mm."	
<http://purl.obolibrary.org/obo/XAO_0004215>	"Nerve that leads to the muscles of the tongue (mm geniohyoideus, genioglossus, hyoglossus, and rectus cervicis) and has both sensory and motor functions."	"UBERON:0001650"
<http://purl.obolibrary.org/obo/XAO_0004032>	"A layer consisting mainly of proteins (especially collagen) and glycosaminoglycans (mostly as proteoglycans) that forms a sheet underlying or overlying cells such as endothelial and epithelial cells. The proteins are secreted by cells in the vicinity."	
<http://purl.obolibrary.org/obo/XAO_0005145>	"The section of the stomach which lies between the cardia and the stomach body, and contains the fundic glands."	"UBERON:0001160"
<http://purl.obolibrary.org/obo/XAO_0005012>	"A multisubunit complex that is located at the centromeric region of DNA and provides an attachment point for the spindle microtubules."	"GO:0000776"
<http://purl.obolibrary.org/obo/XAO_0004074>	"Anatomical region between somites."	
<http://purl.obolibrary.org/obo/XAO_0004626>	"Blood vessel that is part of the ventral fin."	
<http://purl.obolibrary.org/obo/XAO_0000263>	"A germ cell that is a primordial oocyte in a female and that develops into secondary oogonia by mitotic division."	
<http://purl.obolibrary.org/obo/XAO_0005151>	"A long, strap-like muscle that originates mainly from the parotic crest, passes over the stapes and ultimately inserts on the ventral surface of the larynx."	
<http://purl.obolibrary.org/obo/XAO_0004061>	"Fin margin which is part of the dorsal fin."	
<http://purl.obolibrary.org/obo/XAO_0003152>	"Anatomical system that protects the body from foreign substances, cells, and tissues by producing the immune response and that includes especially the thymus, spleen, lymphoid tissue, lymphocytes including the B cells and T cells, and antibodies."	"UBERON:0002405"
<http://purl.obolibrary.org/obo/XAO_0005286>	"Any of the spindle microtubules that radiate in all directions from the spindle poles and are thought to contribute to the forces that separate the poles and position them in relation to the rest of the cell."	"GO:0000235"
<http://purl.obolibrary.org/obo/XAO_0004005>	"Anatomical structure that is contiguous with the embryo and comprises portions of tissue or cells that will not contribute to the embryo."	"CARO:0000042 UBERON:0000478"
<http://purl.obolibrary.org/obo/XAO_0004397>	"A layer of epidermal cells that initially covers the surface of an amputation site. Fibroblasts from the surrounding connective tissue migrate across the amputation surface to meet at the center of the wound. These fibroblasts multiply to form a blastema, which are the progenitors for the new limb."	
<http://purl.obolibrary.org/obo/XAO_0004542>	"A nucleus comprising the central aspect of the amygdala, identified as a target for ascending auditory information from the central thalamic nucleus and as a major afferent to the vocal pattern generator of the hindbrain."	"UBERON:0002883"
<http://purl.obolibrary.org/obo/XAO_0004175>	"The main artery of the olfactory region which arises from the cerebral artery at NF stage 41."	
<http://purl.obolibrary.org/obo/XAO_0004562>	"Diencephalic nucleus that is the lateral part of the ventral hypothalamic zone."	"UBERON:0001937"
<http://purl.obolibrary.org/obo/XAO_0000295>	"The portion of endoderm between dorsal and ventral blastopore lips, and extending towards to the blastocoel."	
<http://purl.obolibrary.org/obo/XAO_0000370>	"The artery that supplies the network of blood vessels (the mesentry) to the large intestine."	"UBERON:0005616"
<http://purl.obolibrary.org/obo/XAO_0000243>	"The last portion of the digestive system, it extracts water and salt from solid wastes before they are eliminated from the body."	"UBERON:0001155"
<http://purl.obolibrary.org/obo/XAO_0005180>	"Cell type that gives rise to multiciliated cells."	
<http://purl.obolibrary.org/obo/XAO_0004041>	"Hyaline cartilage tissue that is mineralized."	
<http://purl.obolibrary.org/obo/XAO_0004094>	"Epithelium that borders the anterior and equitorial region of the lens. Lens growth occurs via the differentiation of additional fibre cells from lens epithelial cells."	"UBERON:0001803"
<http://purl.obolibrary.org/obo/XAO_0004033>	"Proteinaceous extracellular matrix that is avascular and consists primarily of glycosaminoglycans."	
<http://purl.obolibrary.org/obo/XAO_0000086>	"The region at the periphery of the retina where retinal stem cells are located. It is spatially ordered with respect to cellular development and differentiation, with the youngest and least-determined stem cells closest to the periphery, the proliferative retinoblasts in the middle, and postmitotic cells at the central edge."	"UBERON:0003065"
<http://purl.obolibrary.org/obo/XAO_0004045>	"Cell condensation that is a well-defined population of densely organized mesenchymal cells that aggregates adjacent to an epithelium."	"UBERON:0001763"
<http://purl.obolibrary.org/obo/XAO_0000217>	"A layer of skin between the epidermis (with which it makes up the skin) and subcutaneous tissues, composed of two layers, the papillary and reticular dermis."	"UBERON:0002067"
<http://purl.obolibrary.org/obo/XAO_0004597>	"A metameric segment of the central nervous system."	"UBERON:0004731"
<http://purl.obolibrary.org/obo/XAO_0005118>	"The cytoplasm of the oocyte."	
<http://purl.obolibrary.org/obo/XAO_0004450>	"The presumptive cells of the rectus posterior muscle."	
<http://purl.obolibrary.org/obo/XAO_0004380>	"Cartilaginous element that comprises a crescent-shaped plate that supports the tentacular cartilage in the upper jaw."	
<http://purl.obolibrary.org/obo/XAO_0000176>	"The set of organs forming the outermost layer of the body, comprising the skin and its appendages."	"UBERON:0002416"
<http://purl.obolibrary.org/obo/XAO_1000007>	"Embryonic stage during which neurulation is completed and tail formation begins, visible by an emerging tail primordium; comprising Nieuwkoop and Faber stages 22 to 44 (feeding), including the beginning of hatching (NF stage 35/36)."	"UBERON:0009741"
<http://purl.obolibrary.org/obo/XAO_0004444>	"The presumptive cells of the geniohyoideus muscle."	
<http://purl.obolibrary.org/obo/XAO_0004169>	"The dorsal branch/remnant of the vena capitis medialis, that drains blood from the eye. Together with the opthalmic artery, form a double ring encircling the eye and retina."	"UBERON:0011191"
<http://purl.obolibrary.org/obo/XAO_0005281>	"Anatomical region that overlaps the dorsal and lateral regions of a body or body part."	
<http://purl.obolibrary.org/obo/XAO_0006035>	"A giioblast cell that develops from a migratory neural crest cell. It is embedded among neurons (axons) with minimal extracellular spaces separating them from nerve cell membranes and has no basal lamina."	"CL:0002375"
<http://purl.obolibrary.org/obo/XAO_0004281>	"Fin that is an unpaired fin located in the sagittal plane of the organism."	
<http://purl.obolibrary.org/obo/XAO_0000162>	"A two-lobed endocrine gland, located next to the trachea, and producing various hormones, such as triiodothyronine and calcitonin."	"UBERON:0002046"
<http://purl.obolibrary.org/obo/XAO_0005029>	"Layer of the optic tectum that mainly consists of ascending sensory axons and tectal dendrites."	"UBERON:0002606"
<http://purl.obolibrary.org/obo/XAO_0004379>	"Cartilaginous element that forms at the posteroventral tip of Meckel's cartilage."	
<http://purl.obolibrary.org/obo/XAO_0005268>	"A cell type that produces platelets and coagulating factors that react to bleeding from blood vessel injury by clumping, thereby initiating a blood clot; and that, in adults, develop from hematopoietic stem cells."	
<http://purl.obolibrary.org/obo/XAO_0000211>	"Either of the pair of ganglionated longitudinal cords of the sympathetic nervous system of which one is situated on each side of the spinal column."	"UBERON:0000407"
